Flight Number,Airline,Destination,Class,Price ($),Status,Departure Time
FL4890,Qatar Airways,New York,First Class,3420.66,On Time,20:06
FL1657,Emirates,Rome,Economy,212.55,Delayed,22:12
FL9033,Lufthansa,Rome,Economy,110.94,On Time,02:54
FL2538,Lufthansa,Algiers,Economy,291.97,Cancelled,01:30
FL3758,Emirates,Paris,Business,907.05,Cancelled,18:26
FL4274,Lufthansa,Dubai,Business,554.35,On Time,13:53
FL1683,Kuwait Airways,Madrid,Economy,75.51,On Time,00:31
FL5171,Qatar Airways,Doha,First Class,4699.53,On Time,05:38
FL7026,Air Algerie,New York,Economy,167.82,Delayed,18:32
FL9540,ITA Airways,Algiers,Economy,150.17,On Time,18:04
FL7803,Qatar Airways,New York,First Class,4017.18,On Time,12:15
FL6610,Emirates,New York,Business,926.72,Cancelled,01:57
FL1788,Air Algerie,Berlin,First Class,3231.75,Cancelled,23:23
FL7396,ITA Airways,Doha,First Class,2411.0,On Time,23:41
FL3244,ITA Airways,Doha,First Class,2059.49,Cancelled,16:33
FL7135,Air Algerie,Rome,Business,539.37,Delayed,05:07
FL9415,Lufthansa,Paris,Economy,62.35,Cancelled,00:09
FL8802,Air Algerie,New York,First Class,4210.7,Cancelled,05:17
FL1703,Lufthansa,Dubai,First Class,4321.0,Delayed,12:44
FL8737,Emirates,Paris,First Class,2569.71,Delayed,17:51
FL7710,Air Algerie,Algiers,Business,931.83,Cancelled,00:15
FL5081,Air Algerie,Madrid,First Class,2253.61,On Time,12:17
FL4593,Qatar Airways,New York,Business,653.63,Delayed,15:38
FL4606,ITA Airways,Algiers,First Class,2886.28,Cancelled,15:34
FL8135,Air France,Algiers,First Class,2147.16,On Time,08:56
FL4886,Air France,Madrid,Business,531.24,Cancelled,02:26
FL8547,ITA Airways,Kuwait City,Business,541.92,Delayed,20:33
FL6325,Air Algerie,Dubai,Economy,70.05,Delayed,03:23
FL3180,Lufthansa,New York,Economy,283.4,Delayed,05:11
FL3621,Emirates,Kuwait City,Business,838.2,On Time,08:12
FL7392,Emirates,Algiers,First Class,3198.66,Cancelled,23:27
FL4755,Emirates,Rome,First Class,3111.98,On Time,06:10
FL9964,Air France,Kuwait City,Business,444.13,Delayed,08:12
FL1083,ITA Airways,Dubai,First Class,2296.65,Delayed,09:22
FL5819,ITA Airways,Madrid,Business,992.25,Delayed,20:25
FL7981,ITA Airways,Berlin,Business,892.94,Cancelled,18:01
FL6923,Kuwait Airways,Kuwait City,Business,583.84,Delayed,14:26
FL7990,Emirates,Doha,First Class,1430.22,Cancelled,11:36
FL6498,Air France,Paris,Business,566.5,On Time,16:10
FL9253,Air France,Algiers,First Class,4352.94,Delayed,04:52
FL4380,Air Algerie,Algiers,Business,447.48,Cancelled,02:15
FL7847,Lufthansa,Algiers,Business,496.2,Cancelled,23:02
FL9192,Kuwait Airways,Rome,First Class,2485.62,Cancelled,02:52
FL4260,Kuwait Airways,Rome,First Class,4267.12,On Time,04:54
FL1584,Kuwait Airways,Madrid,Economy,110.22,Cancelled,06:21
FL3600,Emirates,Rome,Business,654.48,On Time,04:13
FL7949,Air France,Dubai,First Class,3397.6,Cancelled,18:37
FL8460,Emirates,New York,Economy,162.45,Cancelled,10:55
FL6405,Air Algerie,Paris,First Class,2871.67,Delayed,01:27
FL7311,Kuwait Airways,Rome,Business,708.86,On Time,03:43
FL7867,Qatar Airways,Dubai,Business,744.59,On Time,08:49
FL5151,Qatar Airways,Paris,Business,817.16,Delayed,04:14
FL9455,Qatar Airways,Berlin,Business,987.19,Cancelled,04:39
FL1330,ITA Airways,New York,First Class,1672.94,Cancelled,05:03
FL4436,Air Algerie,Doha,Business,590.79,Delayed,11:19
FL3214,Air France,Paris,Economy,177.95,Cancelled,21:05
FL3784,Emirates,Madrid,First Class,4626.6,Cancelled,05:15
FL8316,Lufthansa,Doha,Economy,298.75,On Time,01:13
FL3821,Qatar Airways,Kuwait City,Business,683.14,Cancelled,11:59
FL6338,Lufthansa,Dubai,Economy,194.42,Cancelled,06:35
FL2119,Emirates,Doha,Economy,283.86,Delayed,18:05
FL4535,ITA Airways,Doha,Business,812.15,Delayed,23:01
FL4574,Qatar Airways,Berlin,Economy,228.56,Cancelled,07:45
FL3013,Emirates,Kuwait City,Economy,268.45,Cancelled,11:15
FL3138,Kuwait Airways,Berlin,Business,745.8,On Time,02:47
FL1158,Kuwait Airways,Madrid,Business,841.09,Delayed,16:38
FL9016,Kuwait Airways,Dubai,First Class,2288.41,Delayed,07:49
FL9112,Emirates,Dubai,Business,883.93,On Time,10:36
FL4659,Lufthansa,Berlin,First Class,1763.19,Cancelled,06:09
FL4445,Air France,Berlin,Business,618.22,Delayed,19:47
FL9352,Lufthansa,New York,Economy,243.64,Delayed,16:07
FL9864,ITA Airways,Kuwait City,First Class,1383.33,Delayed,22:17
FL3240,Air Algerie,Algiers,Economy,85.98,On Time,04:06
FL9863,Air France,Paris,First Class,2206.28,Delayed,20:25
FL3617,Kuwait Airways,Doha,First Class,1861.71,On Time,10:24
FL2508,ITA Airways,Madrid,Business,578.4,On Time,20:46
FL2636,Lufthansa,Berlin,Economy,275.7,Delayed,17:04
FL9637,Kuwait Airways,Kuwait City,Economy,95.58,On Time,14:48
FL9256,Air France,Kuwait City,First Class,3326.7,On Time,06:56
FL8495,Air Algerie,Berlin,Business,618.81,On Time,15:52
FL7174,Kuwait Airways,Dubai,Business,732.73,Cancelled,11:43
FL1804,Qatar Airways,Berlin,First Class,2973.51,On Time,17:40
FL8252,Air Algerie,New York,First Class,2838.23,Cancelled,16:08
FL9803,ITA Airways,Dubai,First Class,4142.06,Cancelled,21:23
FL9558,Qatar Airways,Berlin,Business,877.89,Delayed,04:54
FL4358,Emirates,Rome,First Class,3636.76,On Time,08:21
FL4176,ITA Airways,Doha,Economy,99.9,Cancelled,11:54
FL6900,ITA Airways,Kuwait City,First Class,3688.63,Cancelled,18:00
FL3841,ITA Airways,Rome,First Class,4329.99,Delayed,03:51
FL8301,Qatar Airways,Dubai,First Class,3687.42,On Time,19:46
FL6022,ITA Airways,Rome,Business,451.46,Cancelled,07:45
FL8052,Air France,Madrid,Business,741.3,Delayed,16:06
FL4758,Emirates,Paris,Business,909.06,Cancelled,01:48
FL2486,Air Algerie,Dubai,Business,897.7,Cancelled,03:24
FL8293,Qatar Airways,Doha,Economy,86.76,On Time,14:27
FL9886,Emirates,New York,First Class,4800.01,On Time,03:05
FL4295,Lufthansa,Algiers,First Class,3545.99,Cancelled,01:44
FL4576,Emirates,Dubai,Business,565.11,On Time,10:29
FL5865,Air France,Doha,Business,936.52,On Time,17:50
FL1765,Emirates,Paris,Economy,167.11,Delayed,15:29
FL7986,Kuwait Airways,Paris,First Class,2519.05,On Time,02:31
FL7235,Qatar Airways,Doha,Business,788.39,Cancelled,12:29
FL5618,Lufthansa,Madrid,Business,895.97,Cancelled,04:22
FL9880,Air Algerie,New York,First Class,4601.26,Delayed,10:58
FL5766,Lufthansa,New York,First Class,2864.16,Cancelled,20:02
FL1625,Emirates,Rome,Economy,211.14,On Time,03:40
FL3297,Kuwait Airways,Doha,Economy,248.3,Delayed,01:32
FL1479,Air France,Dubai,First Class,1807.73,Delayed,05:23
FL2728,ITA Airways,Doha,Business,706.0,Cancelled,00:01
FL1426,Qatar Airways,Kuwait City,Business,860.01,Cancelled,11:35
FL6277,Qatar Airways,Rome,Economy,167.87,On Time,15:34
FL3921,Emirates,Algiers,First Class,2463.5,Delayed,16:01
FL6754,Kuwait Airways,Kuwait City,Business,933.25,Delayed,22:28
FL9813,Kuwait Airways,Madrid,Business,420.67,Delayed,06:32
FL8626,ITA Airways,Rome,Business,766.7,On Time,08:39
FL4150,Lufthansa,Doha,First Class,2051.17,On Time,10:14
FL6690,ITA Airways,Berlin,First Class,4808.97,Delayed,22:13
FL5558,ITA Airways,Berlin,Business,915.87,On Time,20:00
FL8166,Air Algerie,Dubai,Economy,247.82,Delayed,10:29
FL5336,Lufthansa,Doha,Business,830.07,On Time,15:59
FL9352,Kuwait Airways,Doha,Business,470.58,Delayed,14:54
FL4956,Qatar Airways,Paris,Economy,161.73,Delayed,02:57
FL5036,Air France,Paris,First Class,3209.64,Cancelled,16:07
FL4910,Emirates,Dubai,Business,746.88,Delayed,18:39
FL8381,Qatar Airways,Doha,Business,787.44,On Time,12:04
FL2337,Air Algerie,Kuwait City,Business,489.24,Delayed,23:04
FL9734,Kuwait Airways,Madrid,Economy,142.63,Cancelled,03:41
FL6183,Air France,Paris,Economy,69.1,Cancelled,09:30
FL5629,Air Algerie,Paris,First Class,1280.88,On Time,06:42
FL2167,Kuwait Airways,Madrid,First Class,1600.79,On Time,19:26
FL8093,Emirates,Paris,Business,909.19,Cancelled,13:57
FL1046,Qatar Airways,Madrid,Business,986.17,Cancelled,06:47
FL3684,Qatar Airways,Kuwait City,First Class,3294.62,Delayed,03:24
FL5764,Kuwait Airways,Berlin,Economy,266.42,Cancelled,02:56
FL5250,Air Algerie,Kuwait City,Economy,286.06,Cancelled,20:04
FL3459,Lufthansa,Paris,First Class,1404.02,On Time,07:07
FL7733,ITA Airways,New York,Economy,178.9,Cancelled,02:56
FL9751,Air Algerie,Kuwait City,First Class,3669.99,On Time,03:10
FL4042,Air Algerie,Algiers,Business,898.61,On Time,14:58
FL9313,ITA Airways,Kuwait City,Economy,165.26,Delayed,23:12
FL1676,Kuwait Airways,Dubai,Economy,290.01,On Time,07:11
FL4246,Air France,Dubai,First Class,3238.46,Cancelled,08:13
FL9686,ITA Airways,Dubai,Economy,278.14,On Time,23:59
FL6483,Air France,Paris,Economy,100.93,On Time,04:31
FL4632,Air France,Kuwait City,First Class,2775.41,Delayed,19:40
FL5852,Kuwait Airways,Berlin,First Class,3455.46,Delayed,08:29
FL3967,Qatar Airways,Kuwait City,Business,642.06,On Time,03:58
FL7854,Lufthansa,Doha,Business,953.44,Cancelled,17:30
FL9771,ITA Airways,Dubai,Economy,51.59,Cancelled,05:53
FL1004,ITA Airways,Doha,First Class,2066.32,On Time,04:36
FL5286,Emirates,Algiers,Business,610.27,On Time,23:53
FL4001,Air France,Paris,First Class,2281.71,On Time,17:50
FL2666,ITA Airways,Madrid,First Class,3264.98,Delayed,10:14
FL7792,ITA Airways,Doha,Business,530.73,Cancelled,03:54
FL2953,Qatar Airways,Doha,First Class,3502.94,On Time,22:24
FL5703,Qatar Airways,Doha,First Class,4398.96,Cancelled,10:10
FL9097,Lufthansa,Doha,Business,999.64,On Time,16:38
FL8483,Emirates,Dubai,First Class,3698.2,Cancelled,08:29
FL3562,Air Algerie,Dubai,Economy,219.87,Cancelled,09:45
FL8757,ITA Airways,Dubai,Economy,287.04,On Time,14:48
FL7942,ITA Airways,Algiers,Economy,161.76,Delayed,19:59
FL4901,Qatar Airways,Kuwait City,First Class,1219.49,On Time,15:46
FL5453,Lufthansa,Kuwait City,First Class,1481.16,Delayed,11:40
FL4034,Qatar Airways,Rome,Economy,176.68,Delayed,13:33
FL5400,Lufthansa,Doha,Business,484.93,Cancelled,07:42
FL9964,Kuwait Airways,Algiers,First Class,4591.81,Delayed,15:53
FL5369,Kuwait Airways,Dubai,Business,824.01,Delayed,02:36
FL8767,Lufthansa,New York,Economy,254.21,On Time,08:46
FL3942,Air Algerie,Dubai,Economy,213.42,On Time,10:52
FL8341,Air Algerie,Kuwait City,Business,483.12,On Time,20:42
FL2433,Qatar Airways,Berlin,Business,410.92,Cancelled,09:44
FL5031,Air France,Berlin,Business,790.69,On Time,02:45
FL1159,Kuwait Airways,Doha,Business,941.19,Cancelled,09:05
FL7092,Air Algerie,Algiers,Economy,110.2,On Time,03:23
FL2091,Kuwait Airways,Berlin,First Class,2720.08,Delayed,13:40
FL7707,Lufthansa,New York,First Class,1749.28,Cancelled,01:23
FL9390,Air Algerie,Kuwait City,Business,661.02,Cancelled,17:39
FL4519,Emirates,Madrid,First Class,4953.48,Delayed,12:51
FL3748,ITA Airways,Paris,First Class,1337.05,Cancelled,13:40
FL9779,Air France,Dubai,Economy,130.38,Delayed,22:31
FL1852,Emirates,Madrid,First Class,4038.55,On Time,07:07
FL5211,ITA Airways,Doha,Business,801.04,On Time,16:58
FL4604,Lufthansa,Kuwait City,First Class,4200.82,On Time,01:27
FL5647,Emirates,Paris,Economy,259.94,On Time,00:55
FL9317,Qatar Airways,Madrid,Business,868.54,Cancelled,03:48
FL2604,Emirates,Madrid,Economy,268.69,Cancelled,03:11
FL9126,Kuwait Airways,Madrid,Business,448.72,Cancelled,05:38
FL4760,Air France,Kuwait City,First Class,2234.34,On Time,07:15
FL3523,Air France,New York,Economy,231.72,Delayed,14:46
FL6455,Air France,Kuwait City,Economy,83.4,Delayed,18:46
FL7646,Emirates,Algiers,First Class,1873.97,Delayed,02:35
FL6835,Qatar Airways,New York,Business,949.45,On Time,03:22
FL9813,Air Algerie,Paris,First Class,4283.89,Cancelled,03:18
FL3397,Air France,Madrid,First Class,3648.86,Delayed,18:08
FL9594,Kuwait Airways,Rome,Economy,111.97,Delayed,02:35
FL4084,Air France,Algiers,Business,804.02,Cancelled,14:48
FL6844,ITA Airways,Dubai,Economy,110.89,On Time,00:47
FL6345,Lufthansa,Kuwait City,First Class,2805.65,Delayed,07:26
FL8836,Kuwait Airways,Berlin,Economy,286.21,Delayed,20:38
FL2774,Air France,New York,Economy,243.01,Delayed,16:43
FL1652,Kuwait Airways,Paris,First Class,3023.0,Delayed,19:02
FL2080,Kuwait Airways,Paris,Economy,146.82,On Time,04:10
FL3985,Qatar Airways,Rome,First Class,3744.98,Delayed,13:57
FL6619,Lufthansa,Madrid,Business,772.02,On Time,19:03
FL6566,Emirates,Berlin,First Class,4570.94,Cancelled,03:17
FL3924,Emirates,Madrid,Economy,213.94,On Time,06:34
FL2156,Emirates,Paris,First Class,2476.67,Cancelled,02:04
FL6920,Emirates,New York,Economy,94.6,On Time,12:28
FL7472,ITA Airways,Algiers,First Class,2889.73,Cancelled,17:54
FL3469,Air France,Berlin,First Class,3217.19,Delayed,18:52
FL5681,Qatar Airways,New York,First Class,3183.89,On Time,04:02
FL1654,Air Algerie,Algiers,Economy,283.84,On Time,23:23
FL9544,Emirates,Kuwait City,Business,620.73,Delayed,21:08
FL4415,Kuwait Airways,New York,Economy,107.14,Delayed,16:11
FL8431,Air France,Madrid,Business,988.29,Delayed,20:30
FL7086,Lufthansa,Kuwait City,Economy,112.81,Cancelled,00:56
FL5635,Lufthansa,Paris,Economy,178.99,Delayed,23:35
FL1918,Air France,Rome,Business,759.65,Delayed,10:22
FL4542,Kuwait Airways,Berlin,Economy,228.32,On Time,15:58
FL6668,Qatar Airways,Berlin,First Class,1510.83,Delayed,02:12
FL2982,Emirates,Dubai,Business,802.84,Cancelled,12:59
FL7470,Qatar Airways,Algiers,Economy,78.27,Cancelled,15:28
FL9367,ITA Airways,Kuwait City,Economy,266.89,Delayed,20:08
FL5853,ITA Airways,Kuwait City,First Class,3675.08,Delayed,23:30
FL8622,Lufthansa,Algiers,Business,908.47,Delayed,07:47
FL7435,Air France,Dubai,Economy,67.44,Cancelled,06:20
FL3757,Emirates,Algiers,Business,921.33,On Time,12:03
FL2643,Emirates,Rome,Economy,105.13,Delayed,01:55
FL9268,Kuwait Airways,New York,First Class,3915.88,On Time,16:33
FL4599,Kuwait Airways,Dubai,Economy,89.42,On Time,01:01
FL2075,Kuwait Airways,Madrid,Business,918.57,Cancelled,16:16
FL8995,Lufthansa,Rome,Business,948.76,Delayed,12:45
FL5110,Kuwait Airways,Dubai,Business,920.98,Delayed,06:31
FL4870,Air France,Doha,First Class,4866.89,Cancelled,23:39
FL8995,Kuwait Airways,Dubai,Economy,159.88,Cancelled,04:02
FL5338,Lufthansa,Algiers,Economy,201.03,Delayed,11:45
FL8074,Lufthansa,Paris,Business,524.88,On Time,05:31
FL7171,ITA Airways,Kuwait City,Economy,232.25,On Time,04:01
FL5567,Kuwait Airways,Kuwait City,Economy,298.51,On Time,01:01
FL8338,Emirates,Doha,First Class,2503.33,Cancelled,23:46
FL2148,Kuwait Airways,Doha,First Class,3955.62,Cancelled,16:42
FL1158,Emirates,Doha,Economy,236.67,On Time,07:14
FL2099,Air France,Rome,Economy,199.43,On Time,06:08
FL7062,Air Algerie,New York,Economy,289.36,On Time,04:07
FL4903,Air France,Paris,First Class,2823.32,Cancelled,21:04
FL6571,ITA Airways,Algiers,Economy,207.17,Cancelled,03:51
FL5546,Kuwait Airways,Algiers,First Class,4130.34,On Time,12:12
FL8910,Air France,Madrid,First Class,4173.7,Delayed,07:05
FL3984,Air Algerie,New York,Business,715.88,Cancelled,07:38
FL1887,Air France,Paris,Business,936.69,On Time,00:06
FL2806,Qatar Airways,Dubai,Economy,67.67,On Time,15:55
FL1487,Air Algerie,Dubai,Business,871.24,Delayed,04:54
FL4809,Kuwait Airways,Rome,Economy,183.97,Cancelled,07:02
FL9700,Emirates,New York,Economy,64.17,Cancelled,14:02
FL6050,Lufthansa,Kuwait City,Economy,109.74,On Time,05:21
FL2053,ITA Airways,Algiers,Business,911.23,Delayed,21:04
FL2889,Air France,Paris,Business,814.67,Cancelled,08:44
FL2480,Air Algerie,Algiers,First Class,2061.77,Delayed,10:44
FL5480,ITA Airways,Algiers,First Class,3593.35,On Time,13:57
FL4384,Air France,Paris,Economy,242.59,Cancelled,01:56
FL5665,Kuwait Airways,Algiers,Economy,194.57,Cancelled,19:43
FL7978,Kuwait Airways,Berlin,Economy,170.3,Cancelled,14:01
FL8253,Air Algerie,Rome,First Class,4689.95,On Time,01:31
FL6128,Air France,Kuwait City,First Class,3780.13,Cancelled,07:55
FL3978,Qatar Airways,Madrid,First Class,4518.1,Cancelled,05:05
FL8246,Kuwait Airways,Kuwait City,First Class,2610.11,Delayed,19:13
FL5032,Air Algerie,Madrid,Economy,126.04,Cancelled,19:12
FL9904,Qatar Airways,Berlin,First Class,1409.73,On Time,14:04
FL2618,ITA Airways,Rome,First Class,3393.14,Delayed,21:57
FL9923,Qatar Airways,Kuwait City,Business,417.23,Cancelled,11:12
FL2363,Kuwait Airways,Rome,First Class,1405.71,Delayed,04:14
FL3468,ITA Airways,Doha,First Class,2236.19,On Time,02:55
FL4089,Lufthansa,Kuwait City,Economy,108.67,Delayed,23:43
FL2943,ITA Airways,Dubai,Economy,180.57,Delayed,18:45
FL1506,Air France,Dubai,Economy,274.65,Cancelled,23:51
FL5724,Lufthansa,Madrid,Business,672.63,Cancelled,13:25
FL1635,Emirates,Berlin,Economy,53.11,Delayed,22:21
FL2386,ITA Airways,Rome,Economy,65.08,Delayed,02:23
FL9028,ITA Airways,Kuwait City,First Class,4860.43,On Time,02:01
FL6542,Air Algerie,Algiers,Economy,185.6,On Time,03:58
FL6430,Qatar Airways,Doha,Business,550.77,On Time,03:03
FL8965,Air France,Dubai,First Class,4994.98,On Time,20:58
FL1481,Lufthansa,Madrid,First Class,2578.75,On Time,05:50
FL6907,Air France,Rome,Economy,259.51,Cancelled,02:28
FL4080,Air Algerie,Algiers,Business,412.27,Delayed,01:52
FL9702,Qatar Airways,Paris,First Class,2488.81,On Time,20:04
FL4555,Emirates,New York,First Class,3506.1,Cancelled,20:11
FL9776,ITA Airways,Rome,First Class,4877.52,Cancelled,05:26
FL1285,Qatar Airways,Madrid,First Class,1397.76,On Time,09:26
FL7012,Lufthansa,Doha,First Class,4920.85,On Time,14:32
FL7572,Emirates,Dubai,First Class,2184.85,On Time,03:12
FL6058,Qatar Airways,Kuwait City,Economy,153.47,Delayed,05:50
FL6270,Kuwait Airways,Berlin,Economy,202.09,Delayed,03:28
FL1825,Air France,Dubai,Economy,208.76,Cancelled,08:48
FL1712,ITA Airways,New York,Economy,259.13,Delayed,04:39
FL2878,Emirates,Paris,First Class,4154.86,Cancelled,08:20
FL9005,Air Algerie,Berlin,Economy,197.65,On Time,05:16
FL7161,Kuwait Airways,Berlin,First Class,2434.92,Delayed,14:00
FL1705,Emirates,Dubai,Business,476.88,Delayed,11:23
FL4930,Kuwait Airways,Rome,Business,577.16,Delayed,00:28
FL2720,Kuwait Airways,Rome,Economy,128.11,Delayed,02:38
FL7980,Kuwait Airways,Paris,Economy,82.28,Cancelled,21:26
FL6079,Qatar Airways,Berlin,Economy,86.6,Delayed,01:04
FL3617,Air Algerie,Madrid,First Class,3940.1,Delayed,10:23
FL5443,Emirates,Dubai,First Class,4180.64,Delayed,17:46
FL3762,Air France,New York,First Class,2066.64,Cancelled,07:30
FL2248,ITA Airways,Rome,Economy,292.3,Delayed,17:57
FL6086,ITA Airways,Kuwait City,Business,874.78,Delayed,07:13
FL8441,Emirates,Rome,Business,923.91,Delayed,20:43
FL4370,Air Algerie,Kuwait City,Business,651.67,Cancelled,12:05
FL2311,Air Algerie,Paris,Business,612.71,Cancelled,07:22
FL3955,Lufthansa,Doha,Business,981.25,Cancelled,22:12
FL3280,Lufthansa,Algiers,First Class,1246.68,Delayed,13:29
FL8185,Kuwait Airways,Rome,First Class,4641.17,Cancelled,01:53
FL9931,Air France,Doha,Business,536.06,Delayed,05:55
FL8582,Kuwait Airways,Dubai,Business,531.37,On Time,07:03
FL7447,Qatar Airways,Madrid,Economy,210.52,Cancelled,14:21
FL1727,Air Algerie,Algiers,First Class,2975.89,Cancelled,19:09
FL9681,Qatar Airways,Berlin,First Class,2854.95,Cancelled,16:28
FL5873,Air France,New York,Business,568.62,Delayed,10:41
FL8198,Lufthansa,Algiers,First Class,2531.52,Delayed,23:28
FL1569,Kuwait Airways,Doha,Economy,74.07,Cancelled,03:49
FL1411,Qatar Airways,Doha,First Class,3624.16,Delayed,20:19
FL2347,Air France,Algiers,Business,956.47,Delayed,20:49
FL3834,Qatar Airways,Madrid,First Class,2156.24,Delayed,16:10
FL2513,Lufthansa,Paris,First Class,2943.09,Cancelled,20:49
FL9215,Kuwait Airways,Algiers,Economy,259.53,On Time,05:26
FL4392,ITA Airways,Algiers,Business,961.87,On Time,10:17
FL3683,Air Algerie,Algiers,Business,849.33,Cancelled,23:33
FL7892,ITA Airways,Berlin,Economy,214.23,Delayed,21:43
FL1180,ITA Airways,Algiers,Business,764.91,Cancelled,04:20
FL1176,Air France,Madrid,Economy,96.31,Delayed,11:58
FL4235,Lufthansa,Paris,Economy,111.32,Delayed,02:17
FL3980,Kuwait Airways,Algiers,Business,949.71,Cancelled,13:08
FL7898,Qatar Airways,Paris,Economy,149.75,On Time,17:59
FL9902,Emirates,Rome,Economy,269.27,On Time,02:19
FL1639,ITA Airways,Kuwait City,Economy,55.4,Delayed,16:35
FL2963,Air Algerie,Dubai,First Class,1977.46,Cancelled,02:45
FL9221,Emirates,Rome,Business,699.97,Cancelled,13:32
FL6735,Air France,Berlin,First Class,3389.23,On Time,19:50
FL9892,Lufthansa,Rome,Business,699.42,On Time,06:32
FL7235,ITA Airways,Berlin,First Class,1702.48,Cancelled,13:04
FL6670,Lufthansa,Berlin,First Class,1468.11,On Time,14:07
FL5957,Air Algerie,Doha,Economy,237.09,Cancelled,07:20
FL8114,Air Algerie,Madrid,Economy,286.49,Cancelled,12:33
FL8493,Emirates,Doha,Business,723.63,Cancelled,20:21
FL9115,ITA Airways,Rome,Economy,92.03,On Time,00:44
FL2257,Qatar Airways,Kuwait City,First Class,3117.99,Delayed,03:52
FL7495,Air France,Kuwait City,Economy,187.2,Cancelled,02:19
FL8371,Lufthansa,Madrid,Business,915.01,On Time,09:45
FL9839,Air Algerie,New York,Business,961.95,Cancelled,20:15
FL9307,Air France,Algiers,Economy,101.85,On Time,19:58
FL3418,Qatar Airways,New York,Economy,189.18,On Time,21:43
FL1836,ITA Airways,Berlin,Business,985.45,On Time,08:59
FL5236,Qatar Airways,Paris,Economy,51.22,Cancelled,16:00
FL9665,Emirates,Rome,Business,785.16,On Time,23:31
FL8878,Lufthansa,Dubai,Business,720.23,Delayed,04:34
FL9948,Emirates,Kuwait City,Economy,136.34,Cancelled,08:54
FL1985,ITA Airways,Berlin,First Class,1915.37,On Time,05:01
FL3652,Qatar Airways,Berlin,Business,431.46,Delayed,20:51
FL8021,ITA Airways,Algiers,Business,501.92,Delayed,16:58
FL9881,Air Algerie,Doha,First Class,2161.15,On Time,21:49
